,address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num
1,"Rådhusstræde 4C, 1",5000 København K,4895000,1992-05-18,Alm. Salg,46619,3,Lejlighed,105,1796,0,5000
