,address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num
2,"Store Kongensgade 112A, 3",8000 København K,250000,1992-05-15,Andet,1851,2,Lejlighed,135,1860,0,8000
