,address,zip_code,price,sell_date,sell_type,price_per_sq_m,no_rooms,housing_type,size_in_sq_m,year_of_construction,price_change_in_pct,zip_code_num
3,"Amaliegade 13G, 2",9000 København K,7375000,1992-05-15,Alm. Salg,75255,3,Lejlighed,98,1948,9,9000
